0,sound,sansfight,,,,,,,,,
0,SansAnimation,114514,,,,,,,,,
0.6,CombatZoneResize,25,251,354,391,,,,0,sound,playerheal
0,CombatZoneSpeed,15,,,,,,,,,
0,BoneVRepeat,150,351,35,0,140,23,54,,,
2.4,BoneVRepeat,479,251,101,2,160,5,162,,,
6.4,BoneV,25,251,136,0,40,,,,,
0,DamagePlayer,-20,0,,,,,,,,
0,sound,playerheal,,,,,,,,,
0,BoneVRepeat,409,251,85,2,180,13,110,,,
0,BoneVRepeat,409,366,20,2,180,13,110,,,
7.4,BlackScreen,1,,,,,,,,,
0,BlackScreen,0,,,,,,,,,
0,BoneV,319,251,136,0,0,,,,,
0.6,BoneV,429,325,65,2,200,,,,,
0,BoneV,429,251,45,2,200,,,,,
0.6,CombatZoneResize,150,251,479,391,,,,,,
0,CombatZoneSpeed,220,,,,,,,,,
0,SansTorso,shrug,,,,,,,,,
0,BlackScreen,1,,,,,,,,,
0,BlackScreen,0,,,,,,,,,
0,BoneV,319,315,70,0,0,,,,,
1.6,BlackScreen,1,,,,,,,,,
0,BlackScreen,0,,,,,,,,,
0,BoneV,319,315,70,0,200,,,,,
1,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
0.8,BoneV,150,251,60,0,200,,,,,
0,BoneV,150,341,45,0,200,,,,,
0,BoneV,479,251,60,2,200,,,,,
0,BoneV,479,341,45,2,200,,,,,
0.8,BoneV,150,251,75,0,200,,,,,
0,BoneV,150,356,30,0,200,,,,,
0,BoneV,479,251,75,2,200,,,,,
0,BoneV,479,356,30,2,200,,,,,
6,SANSTEXT,DIE!,,,,,,,,,
0,BoneStab,3,165,0.1,9999999999,,,,,,
2,DamagePlayer,999999999,,,,,,,,,
